Absolute path,Relative path,Class
D:\lab1\new_directory\tiger_0175.jpg,new_directory\tiger_0175.jpg,tiger
D:\lab1\new_directory\tiger_0176.jpg,new_directory\tiger_0176.jpg,tiger
D:\lab1\new_directory\tiger_0177.jpg,new_directory\tiger_0177.jpg,tiger
D:\lab1\new_directory\tiger_0178.jpg,new_directory\tiger_0178.jpg,tiger
D:\lab1\new_directory\tiger_0179.jpg,new_directory\tiger_0179.jpg,tiger
D:\lab1\new_directory\tiger_0180.jpg,new_directory\tiger_0180.jpg,tiger
D:\lab1\new_directory\tiger_0181.jpg,new_directory\tiger_0181.jpg,tiger
D:\lab1\new_directory\tiger_0182.jpg,new_directory\tiger_0182.jpg,tiger
D:\lab1\new_directory\tiger_0183.jpg,new_directory\tiger_0183.jpg,tiger
D:\lab1\new_directory\tiger_0184.jpg,new_directory\tiger_0184.jpg,tiger
D:\lab1\new_directory\tiger_0185.jpg,new_directory\tiger_0185.jpg,tiger
D:\lab1\new_directory\tiger_0186.jpg,new_directory\tiger_0186.jpg,tiger
D:\lab1\new_directory\tiger_0187.jpg,new_directory\tiger_0187.jpg,tiger
D:\lab1\new_directory\tiger_0188.jpg,new_directory\tiger_0188.jpg,tiger
D:\lab1\new_directory\tiger_0189.jpg,new_directory\tiger_0189.jpg,tiger
D:\lab1\new_directory\tiger_0190.jpg,new_directory\tiger_0190.jpg,tiger
D:\lab1\new_directory\tiger_0191.jpg,new_directory\tiger_0191.jpg,tiger
D:\lab1\new_directory\tiger_0192.jpg,new_directory\tiger_0192.jpg,tiger
D:\lab1\new_directory\tiger_0193.jpg,new_directory\tiger_0193.jpg,tiger
D:\lab1\new_directory\tiger_0194.jpg,new_directory\tiger_0194.jpg,tiger
D:\lab1\new_directory\tiger_0195.jpg,new_directory\tiger_0195.jpg,tiger
D:\lab1\new_directory\tiger_0197.jpg,new_directory\tiger_0197.jpg,tiger
D:\lab1\new_directory\tiger_0198.jpg,new_directory\tiger_0198.jpg,tiger
D:\lab1\new_directory\tiger_0199.jpg,new_directory\tiger_0199.jpg,tiger
D:\lab1\new_directory\tiger_0200.jpg,new_directory\tiger_0200.jpg,tiger
D:\lab1\new_directory\tiger_0201.jpg,new_directory\tiger_0201.jpg,tiger
D:\lab1\new_directory\tiger_0202.jpg,new_directory\tiger_0202.jpg,tiger
D:\lab1\new_directory\tiger_0203.jpg,new_directory\tiger_0203.jpg,tiger
D:\lab1\new_directory\tiger_0204.jpg,new_directory\tiger_0204.jpg,tiger
D:\lab1\new_directory\tiger_0205.jpg,new_directory\tiger_0205.jpg,tiger
D:\lab1\new_directory\tiger_0206.jpg,new_directory\tiger_0206.jpg,tiger
D:\lab1\new_directory\tiger_0207.jpg,new_directory\tiger_0207.jpg,tiger
D:\lab1\new_directory\tiger_0208.jpg,new_directory\tiger_0208.jpg,tiger
D:\lab1\new_directory\tiger_0209.jpg,new_directory\tiger_0209.jpg,tiger
D:\lab1\new_directory\tiger_0210.jpg,new_directory\tiger_0210.jpg,tiger
D:\lab1\new_directory\tiger_0211.jpg,new_directory\tiger_0211.jpg,tiger
D:\lab1\new_directory\tiger_0212.jpg,new_directory\tiger_0212.jpg,tiger
D:\lab1\new_directory\tiger_0213.jpg,new_directory\tiger_0213.jpg,tiger
D:\lab1\new_directory\tiger_0214.jpg,new_directory\tiger_0214.jpg,tiger
D:\lab1\new_directory\tiger_0215.jpg,new_directory\tiger_0215.jpg,tiger
D:\lab1\new_directory\tiger_0216.jpg,new_directory\tiger_0216.jpg,tiger
D:\lab1\new_directory\tiger_0217.jpg,new_directory\tiger_0217.jpg,tiger
D:\lab1\new_directory\tiger_0218.jpg,new_directory\tiger_0218.jpg,tiger
D:\lab1\new_directory\tiger_0219.jpg,new_directory\tiger_0219.jpg,tiger
D:\lab1\new_directory\tiger_0220.jpg,new_directory\tiger_0220.jpg,tiger
D:\lab1\new_directory\tiger_0221.jpg,new_directory\tiger_0221.jpg,tiger
D:\lab1\new_directory\tiger_0222.jpg,new_directory\tiger_0222.jpg,tiger
D:\lab1\new_directory\tiger_0223.jpg,new_directory\tiger_0223.jpg,tiger
D:\lab1\new_directory\tiger_0224.jpg,new_directory\tiger_0224.jpg,tiger
D:\lab1\new_directory\tiger_0225.jpg,new_directory\tiger_0225.jpg,tiger
D:\lab1\new_directory\tiger_0226.jpg,new_directory\tiger_0226.jpg,tiger
D:\lab1\new_directory\tiger_0227.jpg,new_directory\tiger_0227.jpg,tiger
D:\lab1\new_directory\tiger_0228.jpg,new_directory\tiger_0228.jpg,tiger
D:\lab1\new_directory\tiger_0229.jpg,new_directory\tiger_0229.jpg,tiger
D:\lab1\new_directory\tiger_0230.jpg,new_directory\tiger_0230.jpg,tiger
D:\lab1\new_directory\tiger_0231.jpg,new_directory\tiger_0231.jpg,tiger
D:\lab1\new_directory\tiger_0232.jpg,new_directory\tiger_0232.jpg,tiger
D:\lab1\new_directory\tiger_0233.jpg,new_directory\tiger_0233.jpg,tiger
D:\lab1\new_directory\tiger_0234.jpg,new_directory\tiger_0234.jpg,tiger
D:\lab1\new_directory\tiger_0235.jpg,new_directory\tiger_0235.jpg,tiger
D:\lab1\new_directory\tiger_0236.jpg,new_directory\tiger_0236.jpg,tiger
D:\lab1\new_directory\tiger_0237.jpg,new_directory\tiger_0237.jpg,tiger
D:\lab1\new_directory\tiger_0238.jpg,new_directory\tiger_0238.jpg,tiger
D:\lab1\new_directory\tiger_0239.jpg,new_directory\tiger_0239.jpg,tiger
D:\lab1\new_directory\tiger_0240.jpg,new_directory\tiger_0240.jpg,tiger
D:\lab1\new_directory\tiger_0241.jpg,new_directory\tiger_0241.jpg,tiger
D:\lab1\new_directory\tiger_0242.jpg,new_directory\tiger_0242.jpg,tiger
D:\lab1\new_directory\tiger_0243.jpg,new_directory\tiger_0243.jpg,tiger
D:\lab1\new_directory\tiger_0244.jpg,new_directory\tiger_0244.jpg,tiger
D:\lab1\new_directory\tiger_0245.jpg,new_directory\tiger_0245.jpg,tiger
D:\lab1\new_directory\tiger_0246.jpg,new_directory\tiger_0246.jpg,tiger
D:\lab1\new_directory\tiger_0247.jpg,new_directory\tiger_0247.jpg,tiger
D:\lab1\new_directory\tiger_0248.jpg,new_directory\tiger_0248.jpg,tiger
D:\lab1\new_directory\tiger_0249.jpg,new_directory\tiger_0249.jpg,tiger
D:\lab1\new_directory\tiger_0250.jpg,new_directory\tiger_0250.jpg,tiger
D:\lab1\new_directory\tiger_0251.jpg,new_directory\tiger_0251.jpg,tiger
D:\lab1\new_directory\tiger_0252.jpg,new_directory\tiger_0252.jpg,tiger
D:\lab1\new_directory\tiger_0253.jpg,new_directory\tiger_0253.jpg,tiger
D:\lab1\new_directory\tiger_0254.jpg,new_directory\tiger_0254.jpg,tiger
D:\lab1\new_directory\tiger_0255.jpg,new_directory\tiger_0255.jpg,tiger
D:\lab1\new_directory\tiger_0256.jpg,new_directory\tiger_0256.jpg,tiger
D:\lab1\new_directory\tiger_0257.jpg,new_directory\tiger_0257.jpg,tiger
D:\lab1\new_directory\tiger_0258.jpg,new_directory\tiger_0258.jpg,tiger
D:\lab1\new_directory\tiger_0259.jpg,new_directory\tiger_0259.jpg,tiger
D:\lab1\new_directory\tiger_0260.jpg,new_directory\tiger_0260.jpg,tiger
D:\lab1\new_directory\tiger_0261.jpg,new_directory\tiger_0261.jpg,tiger
D:\lab1\new_directory\tiger_0262.jpg,new_directory\tiger_0262.jpg,tiger
D:\lab1\new_directory\tiger_0263.jpg,new_directory\tiger_0263.jpg,tiger
D:\lab1\new_directory\tiger_0264.jpg,new_directory\tiger_0264.jpg,tiger
D:\lab1\new_directory\tiger_0265.jpg,new_directory\tiger_0265.jpg,tiger
D:\lab1\new_directory\tiger_0266.jpg,new_directory\tiger_0266.jpg,tiger
D:\lab1\new_directory\tiger_0267.jpg,new_directory\tiger_0267.jpg,tiger
D:\lab1\new_directory\tiger_0268.jpg,new_directory\tiger_0268.jpg,tiger
D:\lab1\new_directory\tiger_0269.jpg,new_directory\tiger_0269.jpg,tiger
D:\lab1\new_directory\tiger_0270.jpg,new_directory\tiger_0270.jpg,tiger
D:\lab1\new_directory\tiger_0271.jpg,new_directory\tiger_0271.jpg,tiger
D:\lab1\new_directory\tiger_0272.jpg,new_directory\tiger_0272.jpg,tiger
D:\lab1\new_directory\tiger_0273.jpg,new_directory\tiger_0273.jpg,tiger
D:\lab1\new_directory\tiger_0274.jpg,new_directory\tiger_0274.jpg,tiger
D:\lab1\new_directory\tiger_0275.jpg,new_directory\tiger_0275.jpg,tiger
D:\lab1\new_directory\tiger_0276.jpg,new_directory\tiger_0276.jpg,tiger
D:\lab1\new_directory\tiger_0277.jpg,new_directory\tiger_0277.jpg,tiger
D:\lab1\new_directory\tiger_0278.jpg,new_directory\tiger_0278.jpg,tiger
D:\lab1\new_directory\tiger_0279.jpg,new_directory\tiger_0279.jpg,tiger
D:\lab1\new_directory\tiger_0280.jpg,new_directory\tiger_0280.jpg,tiger
D:\lab1\new_directory\tiger_0281.jpg,new_directory\tiger_0281.jpg,tiger
D:\lab1\new_directory\tiger_0282.jpg,new_directory\tiger_0282.jpg,tiger
D:\lab1\new_directory\tiger_0283.jpg,new_directory\tiger_0283.jpg,tiger
D:\lab1\new_directory\tiger_0284.jpg,new_directory\tiger_0284.jpg,tiger
D:\lab1\new_directory\tiger_0285.jpg,new_directory\tiger_0285.jpg,tiger
D:\lab1\new_directory\tiger_0286.jpg,new_directory\tiger_0286.jpg,tiger
D:\lab1\new_directory\tiger_0287.jpg,new_directory\tiger_0287.jpg,tiger
D:\lab1\new_directory\tiger_0288.jpg,new_directory\tiger_0288.jpg,tiger
D:\lab1\new_directory\tiger_0289.jpg,new_directory\tiger_0289.jpg,tiger
D:\lab1\new_directory\tiger_0290.jpg,new_directory\tiger_0290.jpg,tiger
D:\lab1\new_directory\tiger_0291.jpg,new_directory\tiger_0291.jpg,tiger
D:\lab1\new_directory\tiger_0292.jpg,new_directory\tiger_0292.jpg,tiger
D:\lab1\new_directory\tiger_0293.jpg,new_directory\tiger_0293.jpg,tiger
D:\lab1\new_directory\tiger_0294.jpg,new_directory\tiger_0294.jpg,tiger
D:\lab1\new_directory\tiger_0295.jpg,new_directory\tiger_0295.jpg,tiger
D:\lab1\new_directory\tiger_0296.jpg,new_directory\tiger_0296.jpg,tiger
D:\lab1\new_directory\tiger_0297.jpg,new_directory\tiger_0297.jpg,tiger
D:\lab1\new_directory\tiger_0298.jpg,new_directory\tiger_0298.jpg,tiger
D:\lab1\new_directory\tiger_0299.jpg,new_directory\tiger_0299.jpg,tiger
D:\lab1\new_directory\tiger_0300.jpg,new_directory\tiger_0300.jpg,tiger
D:\lab1\new_directory\tiger_0301.jpg,new_directory\tiger_0301.jpg,tiger
D:\lab1\new_directory\tiger_0302.jpg,new_directory\tiger_0302.jpg,tiger
D:\lab1\new_directory\tiger_0303.jpg,new_directory\tiger_0303.jpg,tiger
D:\lab1\new_directory\tiger_0304.jpg,new_directory\tiger_0304.jpg,tiger
D:\lab1\new_directory\tiger_0305.jpg,new_directory\tiger_0305.jpg,tiger
D:\lab1\new_directory\tiger_0306.jpg,new_directory\tiger_0306.jpg,tiger
D:\lab1\new_directory\tiger_0307.jpg,new_directory\tiger_0307.jpg,tiger
D:\lab1\new_directory\tiger_0308.jpg,new_directory\tiger_0308.jpg,tiger
D:\lab1\new_directory\tiger_0309.jpg,new_directory\tiger_0309.jpg,tiger
D:\lab1\new_directory\tiger_0310.jpg,new_directory\tiger_0310.jpg,tiger
D:\lab1\new_directory\tiger_0311.jpg,new_directory\tiger_0311.jpg,tiger
D:\lab1\new_directory\tiger_0312.jpg,new_directory\tiger_0312.jpg,tiger
D:\lab1\new_directory\tiger_0313.jpg,new_directory\tiger_0313.jpg,tiger
D:\lab1\new_directory\tiger_0314.jpg,new_directory\tiger_0314.jpg,tiger
D:\lab1\new_directory\tiger_0315.jpg,new_directory\tiger_0315.jpg,tiger
D:\lab1\new_directory\tiger_0316.jpg,new_directory\tiger_0316.jpg,tiger
D:\lab1\new_directory\tiger_0317.jpg,new_directory\tiger_0317.jpg,tiger
D:\lab1\new_directory\tiger_0318.jpg,new_directory\tiger_0318.jpg,tiger
D:\lab1\new_directory\tiger_0319.jpg,new_directory\tiger_0319.jpg,tiger
D:\lab1\new_directory\tiger_0320.jpg,new_directory\tiger_0320.jpg,tiger
D:\lab1\new_directory\tiger_0321.jpg,new_directory\tiger_0321.jpg,tiger
D:\lab1\new_directory\tiger_0322.jpg,new_directory\tiger_0322.jpg,tiger
D:\lab1\new_directory\tiger_0323.jpg,new_directory\tiger_0323.jpg,tiger
D:\lab1\new_directory\tiger_0324.jpg,new_directory\tiger_0324.jpg,tiger
D:\lab1\new_directory\tiger_0325.jpg,new_directory\tiger_0325.jpg,tiger
D:\lab1\new_directory\tiger_0326.jpg,new_directory\tiger_0326.jpg,tiger
D:\lab1\new_directory\tiger_0327.jpg,new_directory\tiger_0327.jpg,tiger
D:\lab1\new_directory\tiger_0328.jpg,new_directory\tiger_0328.jpg,tiger
D:\lab1\new_directory\tiger_0329.jpg,new_directory\tiger_0329.jpg,tiger
D:\lab1\new_directory\tiger_0330.jpg,new_directory\tiger_0330.jpg,tiger
D:\lab1\new_directory\tiger_0331.jpg,new_directory\tiger_0331.jpg,tiger
D:\lab1\new_directory\tiger_0332.jpg,new_directory\tiger_0332.jpg,tiger
D:\lab1\new_directory\tiger_0333.jpg,new_directory\tiger_0333.jpg,tiger
D:\lab1\new_directory\tiger_0334.jpg,new_directory\tiger_0334.jpg,tiger
D:\lab1\new_directory\tiger_0335.jpg,new_directory\tiger_0335.jpg,tiger
D:\lab1\new_directory\tiger_0336.jpg,new_directory\tiger_0336.jpg,tiger
D:\lab1\new_directory\tiger_0337.jpg,new_directory\tiger_0337.jpg,tiger
D:\lab1\new_directory\tiger_0338.jpg,new_directory\tiger_0338.jpg,tiger
D:\lab1\new_directory\tiger_0339.jpg,new_directory\tiger_0339.jpg,tiger
D:\lab1\new_directory\tiger_0340.jpg,new_directory\tiger_0340.jpg,tiger
D:\lab1\new_directory\tiger_0341.jpg,new_directory\tiger_0341.jpg,tiger
D:\lab1\new_directory\tiger_0342.jpg,new_directory\tiger_0342.jpg,tiger
D:\lab1\new_directory\tiger_0343.jpg,new_directory\tiger_0343.jpg,tiger
D:\lab1\new_directory\tiger_0344.jpg,new_directory\tiger_0344.jpg,tiger
D:\lab1\new_directory\tiger_0345.jpg,new_directory\tiger_0345.jpg,tiger
D:\lab1\new_directory\tiger_0346.jpg,new_directory\tiger_0346.jpg,tiger
D:\lab1\new_directory\tiger_0347.jpg,new_directory\tiger_0347.jpg,tiger
D:\lab1\new_directory\tiger_0348.jpg,new_directory\tiger_0348.jpg,tiger
D:\lab1\new_directory\tiger_0349.jpg,new_directory\tiger_0349.jpg,tiger
D:\lab1\new_directory\tiger_0350.jpg,new_directory\tiger_0350.jpg,tiger
D:\lab1\new_directory\tiger_0351.jpg,new_directory\tiger_0351.jpg,tiger
D:\lab1\new_directory\tiger_0352.jpg,new_directory\tiger_0352.jpg,tiger
D:\lab1\new_directory\tiger_0353.jpg,new_directory\tiger_0353.jpg,tiger
D:\lab1\new_directory\tiger_0354.jpg,new_directory\tiger_0354.jpg,tiger
D:\lab1\new_directory\tiger_0355.jpg,new_directory\tiger_0355.jpg,tiger
D:\lab1\new_directory\tiger_0356.jpg,new_directory\tiger_0356.jpg,tiger
D:\lab1\new_directory\tiger_0357.jpg,new_directory\tiger_0357.jpg,tiger
D:\lab1\new_directory\tiger_0358.jpg,new_directory\tiger_0358.jpg,tiger
D:\lab1\new_directory\tiger_0359.jpg,new_directory\tiger_0359.jpg,tiger
D:\lab1\new_directory\tiger_0360.jpg,new_directory\tiger_0360.jpg,tiger
D:\lab1\new_directory\tiger_0361.jpg,new_directory\tiger_0361.jpg,tiger
D:\lab1\new_directory\tiger_0362.jpg,new_directory\tiger_0362.jpg,tiger
D:\lab1\new_directory\tiger_0363.jpg,new_directory\tiger_0363.jpg,tiger
D:\lab1\new_directory\tiger_0364.jpg,new_directory\tiger_0364.jpg,tiger
D:\lab1\new_directory\tiger_0365.jpg,new_directory\tiger_0365.jpg,tiger
D:\lab1\new_directory\tiger_0366.jpg,new_directory\tiger_0366.jpg,tiger
D:\lab1\new_directory\tiger_0367.jpg,new_directory\tiger_0367.jpg,tiger
D:\lab1\new_directory\tiger_0368.jpg,new_directory\tiger_0368.jpg,tiger
D:\lab1\new_directory\tiger_0369.jpg,new_directory\tiger_0369.jpg,tiger
D:\lab1\new_directory\tiger_0370.jpg,new_directory\tiger_0370.jpg,tiger
D:\lab1\new_directory\tiger_0371.jpg,new_directory\tiger_0371.jpg,tiger
D:\lab1\new_directory\tiger_0372.jpg,new_directory\tiger_0372.jpg,tiger
D:\lab1\new_directory\tiger_0373.jpg,new_directory\tiger_0373.jpg,tiger
D:\lab1\new_directory\tiger_0374.jpg,new_directory\tiger_0374.jpg,tiger
D:\lab1\new_directory\tiger_0375.jpg,new_directory\tiger_0375.jpg,tiger
D:\lab1\new_directory\tiger_0376.jpg,new_directory\tiger_0376.jpg,tiger
D:\lab1\new_directory\tiger_0377.jpg,new_directory\tiger_0377.jpg,tiger
D:\lab1\new_directory\tiger_0378.jpg,new_directory\tiger_0378.jpg,tiger
D:\lab1\new_directory\tiger_0379.jpg,new_directory\tiger_0379.jpg,tiger
D:\lab1\new_directory\tiger_0380.jpg,new_directory\tiger_0380.jpg,tiger
D:\lab1\new_directory\tiger_0381.jpg,new_directory\tiger_0381.jpg,tiger
D:\lab1\new_directory\tiger_0382.jpg,new_directory\tiger_0382.jpg,tiger
D:\lab1\new_directory\tiger_0383.jpg,new_directory\tiger_0383.jpg,tiger
D:\lab1\new_directory\tiger_0384.jpg,new_directory\tiger_0384.jpg,tiger
D:\lab1\new_directory\tiger_0385.jpg,new_directory\tiger_0385.jpg,tiger
D:\lab1\new_directory\tiger_0386.jpg,new_directory\tiger_0386.jpg,tiger
D:\lab1\new_directory\tiger_0387.jpg,new_directory\tiger_0387.jpg,tiger
D:\lab1\new_directory\tiger_0388.jpg,new_directory\tiger_0388.jpg,tiger
D:\lab1\new_directory\tiger_0389.jpg,new_directory\tiger_0389.jpg,tiger
D:\lab1\new_directory\tiger_0390.jpg,new_directory\tiger_0390.jpg,tiger
D:\lab1\new_directory\tiger_0391.jpg,new_directory\tiger_0391.jpg,tiger
D:\lab1\new_directory\tiger_0392.jpg,new_directory\tiger_0392.jpg,tiger
D:\lab1\new_directory\tiger_0393.jpg,new_directory\tiger_0393.jpg,tiger
D:\lab1\new_directory\tiger_0394.jpg,new_directory\tiger_0394.jpg,tiger
D:\lab1\new_directory\tiger_0395.jpg,new_directory\tiger_0395.jpg,tiger
D:\lab1\new_directory\tiger_0396.jpg,new_directory\tiger_0396.jpg,tiger
D:\lab1\new_directory\tiger_0397.jpg,new_directory\tiger_0397.jpg,tiger
D:\lab1\new_directory\tiger_0398.jpg,new_directory\tiger_0398.jpg,tiger
D:\lab1\new_directory\tiger_0399.jpg,new_directory\tiger_0399.jpg,tiger
D:\lab1\new_directory\tiger_0400.jpg,new_directory\tiger_0400.jpg,tiger
D:\lab1\new_directory\tiger_0401.jpg,new_directory\tiger_0401.jpg,tiger
D:\lab1\new_directory\tiger_0402.jpg,new_directory\tiger_0402.jpg,tiger
D:\lab1\new_directory\tiger_0403.jpg,new_directory\tiger_0403.jpg,tiger
D:\lab1\new_directory\tiger_0404.jpg,new_directory\tiger_0404.jpg,tiger
D:\lab1\new_directory\tiger_0405.jpg,new_directory\tiger_0405.jpg,tiger
D:\lab1\new_directory\tiger_0406.jpg,new_directory\tiger_0406.jpg,tiger
D:\lab1\new_directory\tiger_0407.jpg,new_directory\tiger_0407.jpg,tiger
D:\lab1\new_directory\tiger_0408.jpg,new_directory\tiger_0408.jpg,tiger
D:\lab1\new_directory\tiger_0409.jpg,new_directory\tiger_0409.jpg,tiger
D:\lab1\new_directory\tiger_0410.jpg,new_directory\tiger_0410.jpg,tiger
D:\lab1\new_directory\tiger_0411.jpg,new_directory\tiger_0411.jpg,tiger
D:\lab1\new_directory\tiger_0412.jpg,new_directory\tiger_0412.jpg,tiger
D:\lab1\new_directory\tiger_0413.jpg,new_directory\tiger_0413.jpg,tiger
D:\lab1\new_directory\tiger_0414.jpg,new_directory\tiger_0414.jpg,tiger
D:\lab1\new_directory\tiger_0415.jpg,new_directory\tiger_0415.jpg,tiger
D:\lab1\new_directory\tiger_0416.jpg,new_directory\tiger_0416.jpg,tiger
D:\lab1\new_directory\tiger_0417.jpg,new_directory\tiger_0417.jpg,tiger
D:\lab1\new_directory\tiger_0418.jpg,new_directory\tiger_0418.jpg,tiger
D:\lab1\new_directory\tiger_0419.jpg,new_directory\tiger_0419.jpg,tiger
D:\lab1\new_directory\tiger_0420.jpg,new_directory\tiger_0420.jpg,tiger
D:\lab1\new_directory\tiger_0421.jpg,new_directory\tiger_0421.jpg,tiger
D:\lab1\new_directory\tiger_0422.jpg,new_directory\tiger_0422.jpg,tiger
D:\lab1\new_directory\tiger_0423.jpg,new_directory\tiger_0423.jpg,tiger
D:\lab1\new_directory\tiger_0424.jpg,new_directory\tiger_0424.jpg,tiger
D:\lab1\new_directory\tiger_0425.jpg,new_directory\tiger_0425.jpg,tiger
D:\lab1\new_directory\tiger_0426.jpg,new_directory\tiger_0426.jpg,tiger
D:\lab1\new_directory\tiger_0427.jpg,new_directory\tiger_0427.jpg,tiger
D:\lab1\new_directory\tiger_0428.jpg,new_directory\tiger_0428.jpg,tiger
D:\lab1\new_directory\tiger_0429.jpg,new_directory\tiger_0429.jpg,tiger
D:\lab1\new_directory\tiger_0430.jpg,new_directory\tiger_0430.jpg,tiger
D:\lab1\new_directory\tiger_0431.jpg,new_directory\tiger_0431.jpg,tiger
D:\lab1\new_directory\tiger_0432.jpg,new_directory\tiger_0432.jpg,tiger
D:\lab1\new_directory\tiger_0433.jpg,new_directory\tiger_0433.jpg,tiger
D:\lab1\new_directory\tiger_0434.jpg,new_directory\tiger_0434.jpg,tiger
D:\lab1\new_directory\tiger_0435.jpg,new_directory\tiger_0435.jpg,tiger
D:\lab1\new_directory\tiger_0436.jpg,new_directory\tiger_0436.jpg,tiger
D:\lab1\new_directory\tiger_0437.jpg,new_directory\tiger_0437.jpg,tiger
D:\lab1\new_directory\tiger_0438.jpg,new_directory\tiger_0438.jpg,tiger
D:\lab1\new_directory\tiger_0439.jpg,new_directory\tiger_0439.jpg,tiger
D:\lab1\new_directory\tiger_0440.jpg,new_directory\tiger_0440.jpg,tiger
D:\lab1\new_directory\tiger_0441.jpg,new_directory\tiger_0441.jpg,tiger
D:\lab1\new_directory\tiger_0442.jpg,new_directory\tiger_0442.jpg,tiger
D:\lab1\new_directory\tiger_0443.jpg,new_directory\tiger_0443.jpg,tiger
D:\lab1\new_directory\tiger_0444.jpg,new_directory\tiger_0444.jpg,tiger
D:\lab1\new_directory\tiger_0445.jpg,new_directory\tiger_0445.jpg,tiger
D:\lab1\new_directory\tiger_0446.jpg,new_directory\tiger_0446.jpg,tiger
D:\lab1\new_directory\tiger_0447.jpg,new_directory\tiger_0447.jpg,tiger
D:\lab1\new_directory\tiger_0448.jpg,new_directory\tiger_0448.jpg,tiger
D:\lab1\new_directory\tiger_0449.jpg,new_directory\tiger_0449.jpg,tiger
D:\lab1\new_directory\tiger_0450.jpg,new_directory\tiger_0450.jpg,tiger
D:\lab1\new_directory\tiger_0451.jpg,new_directory\tiger_0451.jpg,tiger
D:\lab1\new_directory\tiger_0452.jpg,new_directory\tiger_0452.jpg,tiger
D:\lab1\new_directory\tiger_0453.jpg,new_directory\tiger_0453.jpg,tiger
D:\lab1\new_directory\tiger_0454.jpg,new_directory\tiger_0454.jpg,tiger
D:\lab1\new_directory\tiger_0455.jpg,new_directory\tiger_0455.jpg,tiger
D:\lab1\new_directory\tiger_0456.jpg,new_directory\tiger_0456.jpg,tiger
D:\lab1\new_directory\tiger_0457.jpg,new_directory\tiger_0457.jpg,tiger
D:\lab1\new_directory\tiger_0458.jpg,new_directory\tiger_0458.jpg,tiger
D:\lab1\new_directory\tiger_0459.jpg,new_directory\tiger_0459.jpg,tiger
D:\lab1\new_directory\tiger_0460.jpg,new_directory\tiger_0460.jpg,tiger
D:\lab1\new_directory\tiger_0461.jpg,new_directory\tiger_0461.jpg,tiger
D:\lab1\new_directory\tiger_0462.jpg,new_directory\tiger_0462.jpg,tiger
D:\lab1\new_directory\tiger_0463.jpg,new_directory\tiger_0463.jpg,tiger
D:\lab1\new_directory\tiger_0464.jpg,new_directory\tiger_0464.jpg,tiger
D:\lab1\new_directory\tiger_0465.jpg,new_directory\tiger_0465.jpg,tiger
D:\lab1\new_directory\tiger_0466.jpg,new_directory\tiger_0466.jpg,tiger
D:\lab1\new_directory\tiger_0467.jpg,new_directory\tiger_0467.jpg,tiger
D:\lab1\new_directory\tiger_0468.jpg,new_directory\tiger_0468.jpg,tiger
D:\lab1\new_directory\tiger_0469.jpg,new_directory\tiger_0469.jpg,tiger
D:\lab1\new_directory\tiger_0470.jpg,new_directory\tiger_0470.jpg,tiger
D:\lab1\new_directory\tiger_0471.jpg,new_directory\tiger_0471.jpg,tiger
D:\lab1\new_directory\tiger_0472.jpg,new_directory\tiger_0472.jpg,tiger
D:\lab1\new_directory\tiger_0473.jpg,new_directory\tiger_0473.jpg,tiger
D:\lab1\new_directory\tiger_0474.jpg,new_directory\tiger_0474.jpg,tiger
D:\lab1\new_directory\tiger_0475.jpg,new_directory\tiger_0475.jpg,tiger
D:\lab1\new_directory\tiger_0476.jpg,new_directory\tiger_0476.jpg,tiger
D:\lab1\new_directory\tiger_0477.jpg,new_directory\tiger_0477.jpg,tiger
D:\lab1\new_directory\tiger_0478.jpg,new_directory\tiger_0478.jpg,tiger
D:\lab1\new_directory\tiger_0479.jpg,new_directory\tiger_0479.jpg,tiger
D:\lab1\new_directory\tiger_0480.jpg,new_directory\tiger_0480.jpg,tiger
D:\lab1\new_directory\tiger_0481.jpg,new_directory\tiger_0481.jpg,tiger
D:\lab1\new_directory\tiger_0482.jpg,new_directory\tiger_0482.jpg,tiger
D:\lab1\new_directory\tiger_0483.jpg,new_directory\tiger_0483.jpg,tiger
D:\lab1\new_directory\tiger_0484.jpg,new_directory\tiger_0484.jpg,tiger
D:\lab1\new_directory\tiger_0485.jpg,new_directory\tiger_0485.jpg,tiger
D:\lab1\new_directory\tiger_0486.jpg,new_directory\tiger_0486.jpg,tiger
D:\lab1\new_directory\tiger_0487.jpg,new_directory\tiger_0487.jpg,tiger
D:\lab1\new_directory\tiger_0488.jpg,new_directory\tiger_0488.jpg,tiger
D:\lab1\new_directory\tiger_0489.jpg,new_directory\tiger_0489.jpg,tiger
D:\lab1\new_directory\tiger_0490.jpg,new_directory\tiger_0490.jpg,tiger
D:\lab1\new_directory\tiger_0491.jpg,new_directory\tiger_0491.jpg,tiger
D:\lab1\new_directory\tiger_0492.jpg,new_directory\tiger_0492.jpg,tiger
D:\lab1\new_directory\tiger_0493.jpg,new_directory\tiger_0493.jpg,tiger
D:\lab1\new_directory\tiger_0494.jpg,new_directory\tiger_0494.jpg,tiger
D:\lab1\new_directory\tiger_0495.jpg,new_directory\tiger_0495.jpg,tiger
D:\lab1\new_directory\tiger_0496.jpg,new_directory\tiger_0496.jpg,tiger
D:\lab1\new_directory\tiger_0497.jpg,new_directory\tiger_0497.jpg,tiger
D:\lab1\new_directory\tiger_0498.jpg,new_directory\tiger_0498.jpg,tiger
D:\lab1\new_directory\tiger_0499.jpg,new_directory\tiger_0499.jpg,tiger
D:\lab1\new_directory\tiger_0500.jpg,new_directory\tiger_0500.jpg,tiger
